epsilon,chebyshev_error,function_error,error_ratio,chebyshev_desired_error,chebyshev_non_desired_error,func_desired_error,func_non_desired_error
0.001,0.006596432392135647,0.0,0.0,0.0007864085190184562,0.007322685376275296,0.0,0.0
0.0011327842294266727,0.006630691057445641,0.0,0.0,0.0007863407715943362,0.0073612348431770554,0.0,0.0
0.0012832001104377793,0.006675601102028465,0.0,0.0,0.0007862829387948758,0.007411765872432664,0.0,0.0
0.0014535888483024812,0.006713901355003306,0.0,0.0,0.0007862416714209041,0.007454858815451107,0.0,0.0
0.001646602523427531,0.006726327656632552,0.0,0.0,0.0007862259953971613,0.007468840364286976,0.0,0.0
0.0018652453706728685,0.006695815780215673,0.0,0.0,0.0007862480353583436,0.007434511748322838,0.0,0.0
0.002112920539909334,0.006623477752600147,0.0,0.0,0.0007863239396498119,0.00735312197921894,0.0,0.0
0.002393483065640984,0.0065998693725287496,0.0,0.0,0.000786475056242075,0.007326543662064582,0.0,0.0
0.0027112998701579096,0.006623621575386113,0.0,0.0,0.0007867294173272289,0.007353233095143473,0.0,0.0
0.0030713177341614656,0.006658470925258528,0.0,0.0,0.000787123597093477,0.007392389341279161,0.0,0.0
0.003479140292816567,0.006659976125536077,0.0,0.0,0.0007877050094032165,0.007394010015052684,0.0,0.0
0.003941115255665503,0.00659162947922724,0.0,0.0,0.0007885347044456212,0.007317016326074943,0.0,0.0
0.004464433207970751,0.0065332605750726925,0.0,0.0,0.0007896906964364976,0.007251206809902217,0.0,0.0
0.005057239531317996,0.006539130414725829,0.0,0.0,0.0007912717919094576,0.007257612742577878,0.0,0.0
0.005728761185510158,0.006538028241138363,0.0,0.0,0.0007934017629774777,0.007256106550908474,0.0,0.0
0.006489450325097556,0.006452989484300297,0.0,0.0,0.0007962334776440744,0.007160083985132326,0.0,0.0
0.007351146985918299,0.006359616982614982,0.0,0.0,0.0007999644506219165,0.007054573549114116,0.0,0.0
0.008327263373845668,0.006320933650505827,0.0,0.0,0.0008098166064161328,0.0070098232810170405,0.0,0.0
0.00943299262417472,0.006223010765021035,0.0,0.0,0.0008301850549513024,0.006897113978779754,0.0,0.0
0.010685545280963242,0.006062097747912623,0.0,0.0,0.0008599286209573824,0.006712368888782028,0.0,0.0
0.01210441717709976,0.005951511919231978,0.0,0.0,0.0008977636174580411,0.00658323045695372,0.0,0.0
0.013711692884619932,0.005736072068568008,0.0,0.0,0.0009420595792337569,0.00633532362973479,0.0,0.0
0.015532389458439372,0.005504013205305451,0.0,0.0,0.0009903627749322744,0.006068219509102096,0.0,0.0
0.01759484582383321,0.0052574733425657235,0.0,0.0,0.0010393129444130841,0.005784743392334805,0.0,0.0
0.019931163868432012,0.004965658996346169,0.0,0.0,0.0010836432137877351,0.005450910969165975,0.0,0.0
0.022577708104278487,0.004746869657746581,0.0,0.0,0.001116579239520884,0.0052006559600247925,0.0,0.0
0.025575671677125437,0.004534816870824397,0.0,0.0,0.0011294335031676668,0.004960489791781488,0.0,0.0
0.028971717532842105,0.0044264344661041205,0.0,0.0,0.001111202491150844,0.0048408384629732805,0.0,0.0
0.032818704720607765,0.004444735650944844,0.0,0.0,0.0010620266851270577,0.004867574271672068,0.0,0.0
0.037176511137715154,0.0045149701569651085,0.0,0.0,0.0009816320682090134,0.0049566374180596215,0.0,0.0
0.042112965521908755,0.004658578092634498,0.0,0.0,0.0009362148063209381,0.005123873503423693,0.0,0.0
0.04770490319760745,0.004761078774929906,0.0,0.0,0.0009775818573759796,0.005234015889624146,0.0,0.0
0.05403936200857574,0.004772766314426274,0.0,0.0,0.0010801971800301427,0.005234337456225791,0.0,0.0
0.061214937051593456,0.004881393687941565,0.0,0.0,0.0012638531003225316,0.005333586261393945,0.0,0.0
0.06934331529739157,0.004948771104823975,0.0,0.0,0.0014860658629334278,0.0053816092600602935,0.0,0.0
0.07855101398504648,0.004789804300325448,0.0,0.0,0.001614444932088658,0.005186724221355046,0.0,0.0
0.08898134984773462,0.004641841781834053,0.0,0.0,0.0016253595967159445,0.005018902054973816,0.0,0.0
0.1007966698206112,0.004867202530239263,0.0,0.0,0.001802807877441655,0.005250251861838963,0.0,0.0
0.11418087795151581,0.0050541292970595975,0.0,0.0,0.0022015610667621747,0.005410700325846776,0.0,0.0
0.1293422978455688,0.004847229010661864,0.0,0.0,0.002380321539067947,0.005155592444611103,0.0,0.0
0.1465169151972677,0.005000995740102024,0.0,0.0,0.002625257949769013,0.00529796296389365,0.0,0.0
0.16597205087971004,0.005142951313992126,0.0,0.0,0.003235498431485574,0.005381382924305446,0.0,0.0
0.18801052176213684,0.00507277932589461,0.0,0.0,0.0033763370060805506,0.005284834615871368,0.0,0.0
0.21297535401842865,0.005333855154089578,0.0,0.0,0.00421445880906074,0.005473779697218185,0.0,0.0
0.24125512228863855,0.005316451285335025,0.0,0.0,0.004728984957433703,0.005389884576322692,0.0,0.0
0.2732899977969731,0.00550475841723764,0.0,0.0,0.005374476416544521,0.005521043667324281,0.0,0.0
0.30957859956446093,0.0057985737592703155,0.0,0.0,0.006623793020919491,0.005695421351564166,0.0,0.0
0.3506857553546164,0.006097829104285883,0.0,0.0,0.008098711179482894,0.005847718844886257,0.0,0.0
0.3972512931502898,0.006653813376635303,0.0,0.0,0.010412184125436161,0.006184017033035194,0.0,0.0
0.45,0.0077505904461889425,0.0,0.0,0.01508325598462226,0.006834007253884778,0.0,0.0
