epsilon,chebyshev_error,function_error,error_ratio,chebyshev_desired_error,chebyshev_non_desired_error,func_desired_error,func_non_desired_error
0.001,0.0008690912387534137,4.544500542741854e-05,0.05229025837678775,0.0024199108366025224,0.0006752387890222753,7.444861619033361e-06,5.0195023403466674e-05
0.0011327842294266727,0.0008783102606659706,4.546784449014727e-05,0.05176740671988928,0.002419760752383993,0.0006856289492012177,7.443861826437015e-06,5.022084232311106e-05
0.0012832001104377793,0.0008874618689463492,4.549370040993608e-05,0.05126270998431637,0.002419570438791466,0.0006959482977157097,7.442762136297942e-06,5.0250067694140856e-05
0.0014535888483024812,0.0008958532743892533,4.552296927844321e-05,0.05081520666370107,0.002419328809145381,0.0007054188325447373,7.4415585937842586e-06,5.0283145614025584e-05
0.001646602523427531,0.0009027783454895972,4.555609849798613e-05,0.050462108141594846,0.002419021680247958,0.0007132479286448019,7.440249358020501e-06,5.0320579640481845e-05
0.0018652453706728685,0.0009073734115426694,4.5593593226737815e-05,0.0502478832272834,0.002418630902755202,0.0007184662251411029,7.438835731676996e-06,5.036293791362042e-05
0.002112920539909334,0.0009088205877257914,4.563602357355366e-05,0.050214557405386294,0.0024181332472117396,0.0007201565052900479,7.43732354026575e-06,5.041086107771465e-05
0.002393483065640984,0.0009062966848445293,4.568403261103453e-05,0.050407370318111,0.0024174989774190998,0.0007173963982727082,7.435724968471402e-06,5.046507106635493e-05
0.0027112998701579096,0.0008991007360822301,4.573834527540727e-05,0.05087121324659234,0.00241669002395734,0.0007094020750978413,7.4340609927097675e-06,5.052638081074447e-05
0.0030713177341614656,0.0008867589883750853,4.579977821902295e-05,0.051648507451779395,0.002415657646801382,0.0006956466560717984,7.432364590331497e-06,5.0595704922609386e-05
0.003479140292816567,0.0008758504417590905,4.5869250674551704e-05,0.05237109954803037,0.0024143394458405066,0.0006835393162489137,7.430684959578293e-06,5.0674071388923395e-05
0.003941115255665503,0.0008727563576102389,4.5947796377624665e-05,0.05264676215414558,0.0024126555402734008,0.0006802689597773436,7.429093054024738e-06,5.076263429307466e-05
0.004464433207970751,0.0008756866810667288,4.603657657457381e-05,0.052571973024065834,0.0024105036906572346,0.0006838345548679159,7.4276888261705865e-06,5.086268754312422e-05
0.005057239531317996,0.0008822827329690262,4.613689411109791e-05,0.052292640881500305,0.0024077530790508794,0.0006915989397087942,7.426610693778646e-06,5.097567953826282e-05
0.005728761185510158,0.0008895872875818167,4.6250208552204904e-05,0.05199063565524614,0.002404236391462025,0.0007002561495967905,7.426047898739041e-06,5.1103228633888143e-05
0.006489450325097556,0.0008943012488913653,4.637815221843644e-05,0.05185965274668893,0.002399739761335669,0.0007061214348358276,7.426256634487449e-06,5.1247139166430054e-05
0.007351146985918299,0.0008930109339948945,4.6522546931260894e-05,0.05209627918343816,0.002393990032823191,0.0007053885466413573,7.427581092179969e-06,5.140941766114602e-05
0.008327263373845668,0.0008829558552720465,4.6685421132516464e-05,0.052874014996063735,0.0023866386900294545,0.0006949955009273703,7.430480943026751e-06,5.159228865620267e-05
0.00943299262417472,0.0008709062716701796,4.6869026866968504e-05,0.05381638460024576,0.0023772416796835243,0.0006826143456685111,7.435567270509713e-06,5.179820931652588e-05
