epsilon,chebyshev_error,function_error,error_ratio,chebyshev_desired_error,chebyshev_non_desired_error,func_desired_error,func_non_desired_error
0.001,0.008432652907634461,0.0,0.0,0.0076447709180250895,0.008531138156335633,0.0,0.0
0.0011327842294266727,0.008541068572018586,0.0,0.0,0.0076441667731654405,0.008653181296875227,0.0,0.0
0.0012832001104377793,0.008648760596083887,0.0,0.0,0.007643418516873824,0.008774428355985143,0.0,0.0
0.0014535888483024812,0.008747617835341583,0.0,0.0,0.007642488941714256,0.008885758947045,0.0,0.0
0.001646602523427531,0.008829377200055102,0.0,0.0,0.007641330793827268,0.008977883000833582,0.0,0.0
0.0018652453706728685,0.008883923617407053,0.0,0.0,0.0076398839997159,0.009039428569618445,0.0,0.0
0.002112920539909334,0.008901680091225482,0.0,0.0,0.0076380721211258586,0.009059631087487937,0.0,0.0
0.002393483065640984,0.008873033488679691,0.0,0.0,0.007635797823525698,0.009027687946823942,0.0,0.0
0.0027112998701579096,0.008789801497865587,0.0,0.0,0.007632937084896949,0.008934409549486667,0.0,0.0
0.0030713177341614656,0.00864648429442009,0.0,0.0,0.007629331797217827,0.008773628356570373,0.0,0.0
0.003479140292816567,0.008518697576044875,0.0,0.0,0.007624780319451783,0.008630437233119011,0.0,0.0
0.003941115255665503,0.008482869057674274,0.0,0.0,0.007619025423691672,0.008590849511922098,0.0,0.0
0.004464433207970751,0.008518049426367745,0.0,0.0,0.0076117389304780556,0.008631338238353953,0.0,0.0
0.005057239531317996,0.008596701168082194,0.0,0.0,0.007602502150059112,0.008720976045335081,0.0,0.0
0.005728761185510158,0.00868431953942462,0.0,0.0,0.007590781028699484,0.00882101185326526,0.0,0.0
0.006489450325097556,0.00874236705892108,0.0,0.0,0.007575894639867718,0.00888817611130275,0.0,0.0
0.007351146985918299,0.008731006141516695,0.0,0.0,0.007556975359866733,0.008877759989222944,0.0,0.0
0.008327263373845668,0.008629203880508805,0.0,0.0,0.007532918734669944,0.008766239523738662,0.0,0.0
0.00943299262417472,0.008517301135382866,0.0,0.0,0.007502320702483863,0.008644173689495242,0.0,0.0
0.010685545280963242,0.008556311727619661,0.0,0.0,0.007463399534029543,0.008692925751818428,0.0,0.0
0.01210441717709976,0.008689626221381875,0.0,0.0,0.007413899683628145,0.008849092038601092,0.0,0.0
0.013711692884619932,0.008834497471750285,0.0,0.0,0.007350974877544536,0.009019937796026006,0.0,0.0
0.015532389458439372,0.008898162343416624,0.0,0.0,0.0072710484921218975,0.009101551574828465,0.0,0.0
0.01759484582383321,0.008867848591369187,0.0,0.0,0.007169651076935236,0.009080123280673431,0.0,0.0
0.019931163868432012,0.009007499478282074,0.0,0.0,0.007041238540090512,0.00925328209555602,0.0,0.0
0.022577708104278487,0.009284756072518146,0.0,0.0,0.006879001261068018,0.009585475423949413,0.0,0.0
0.025575671677125437,0.009533051773964164,0.0,0.0,0.006674686086799912,0.009890347484859695,0.0,0.0
0.028971717532842105,0.009635991791498327,0.0,0.0,0.006418472472866842,0.010038181706327264,0.0,0.0
0.032818704720607765,0.009869363818597095,0.0,0.0,0.006098974537720007,0.010340662478706731,0.0,0.0
0.037176511137715154,0.010140991117289456,0.0,0.0,0.005703486731970637,0.010695679165454306,0.0,0.0
0.042112965521908755,0.010193899192903975,0.0,0.0,0.005218655869176545,0.010815804608369901,0.0,0.0
0.04770490319760745,0.010227383417750951,0.0,0.0,0.004656914419887819,0.01092369204248384,0.0,0.0
0.05403936200857574,0.010249527403788225,0.0,0.0,0.004281120134336798,0.010995578312469653,0.0,0.0
0.061214937051593456,0.010031278658828474,0.0,0.0,0.004146304747237679,0.010766900397777323,0.0,0.0
0.06934331529739157,0.009924704446644,0.0,0.0,0.004227089014902488,0.010636906375611693,0.0,0.0
0.07855101398504648,0.009733471064663903,0.0,0.0,0.004560385281213864,0.010380106787595158,0.0,0.0
0.08898134984773462,0.009791073607729786,0.0,0.0,0.005128849968073984,0.010373851562686762,0.0,0.0
0.1007966698206112,0.00997859252152169,0.0,0.0,0.005811737221218291,0.010499449434059617,0.0,0.0
0.11418087795151581,0.010304014173662094,0.0,0.0,0.006379199912716385,0.010794615956280309,0.0,0.0
0.1293422978455688,0.010269487759005906,0.0,0.0,0.00646028647361648,0.010745637919679581,0.0,0.0
0.1465169151972677,0.010101647069575297,0.0,0.0,0.005985370302414276,0.010616181665470422,0.0,0.0
0.16597205087971004,0.010287207809630486,0.0,0.0,0.006708948884399983,0.010734490175284297,0.0,0.0
0.18801052176213684,0.010661380182393052,0.0,0.0,0.008517065635641531,0.010929419500736991,0.0,0.0
0.21297535401842865,0.010678737803623398,0.0,0.0,0.009990508627421285,0.010764766450648663,0.0,0.0
0.24125512228863855,0.01087863966843363,0.0,0.0,0.009805652311769626,0.01101276308801663,0.0,0.0
0.2732899977969731,0.01146048521194335,0.0,0.0,0.012405401582817624,0.011342370665584064,0.0,0.0
0.30957859956446093,0.011689892507357112,0.0,0.0,0.015326952393071056,0.011235260021642868,0.0,0.0
0.3506857553546164,0.012387238353519564,0.0,0.0,0.016829088884909204,0.01183200703709586,0.0,0.0
0.3972512931502898,0.013325942208421607,0.0,0.0,0.023857143876082083,0.012009541999964044,0.0,0.0
0.45,0.01507765488867349,0.0,0.0,0.03107938417104552,0.01307743872837698,0.0,0.0
